ID,gender,pastPurchases,ageGroup,jobIndustry,wealthSegment,ownsCar,tenure,state,propertyValuation,totalSpent
1348,Male,80-89,30-39,,High Net Worth,No,12-15,VIC,2,5915.86
1349,Male,80-89,18-29,Manufacturing,Affluent Customer,No,00-03,VIC,10,1905.16
1350,Male,10-19,60+,Retail,Mass Customer,Yes,08-11,VIC,7,1235.26
1352,Male,50-59,60+,Manufacturing,High Net Worth,No,16-19,VIC,7,1151.6
1353,Female,0-9,40-49,Health,Mass Customer,Yes,08-11,VIC,1,3363.87
1354,Female,0-9,18-29,Financial Services,Affluent Customer,No,00-03,VIC,4,2464.54
1355,Male,30-39,18-29,Property,Mass Customer,No,00-03,VIC,4,2713.72
1356,Female,10-19,30-39,,High Net Worth,No,12-15,VIC,8,3853.42
1357,Male,60-69,18-29,Health,High Net Worth,No,04-07,VIC,1,5689.86
1358,Male,0-9,18-29,Health,High Net Worth,No,04-07,VIC,3,2833.64
1359,Female,50-59,18-29,Retail,Mass Customer,No,04-07,VIC,5,1550.82
1360,Male,40-49,50-59,Manufacturing,Mass Customer,Yes,12-15,VIC,5,1906.15
1361,Male,50-59,50-59,Manufacturing,Affluent Customer,No,16-19,VIC,4,2731.92
1362,Female,20-29,40-49,Manufacturing,Affluent Customer,Yes,12-15,VIC,5,144.26
1363,Male,0-9,50-59,Financial Services,Mass Customer,No,16-19,VIC,5,2744.34
1364,Male,90-99,40-49,Manufacturing,Mass Customer,No,20-22,VIC,6,2329.32
1365,Male,90-99,18-29,Health,Mass Customer,No,00-03,VIC,5,818.72
1366,Male,10-19,40-49,Retail,Affluent Customer,No,20-22,QLD,9,1614.09
1367,Female,60-69,40-49,Retail,Mass Customer,No,16-19,VIC,7,2760.28
1368,Female,50-59,40-49,Property,Mass Customer,No,04-07,VIC,10,3581.34
1369,Female,50-59,18-29,Manufacturing,Mass Customer,Yes,04-07,VIC,6,911.28
1370,Female,40-49,30-39,Property,Mass Customer,No,16-19,VIC,6,839.27
1371,Female,30-39,60+,Retail,Mass Customer,Yes,12-15,VIC,1,1270.94
1372,Male,40-49,40-49,Manufacturing,Affluent Customer,No,16-19,VIC,8,2935.68
1373,Female,0-9,60+,Financial Services,Mass Customer,Yes,12-15,VIC,8,0.0
1374,Male,70-79,40-49,Manufacturing,Mass Customer,No,08-11,VIC,10,5196.33
1375,Male,30-39,40-49,Financial Services,Affluent Customer,No,16-19,VIC,8,1849.91
1376,Male,80-89,50-59,Health,Mass Customer,Yes,16-19,VIC,5,4576.53
1377,Male,80-89,30-39,Retail,Mass Customer,Yes,00-03,VIC,10,2814.08
1378,Female,30-39,40-49,Property,Affluent Customer,Yes,04-07,VIC,6,4881.55
1379,Female,60-69,30-39,Financial Services,Mass Customer,Yes,04-07,VIC,9,4337.31
1380,Female,90-99,18-29,Financial Services,Mass Customer,No,00-03,VIC,9,2550.94
1381,Male,70-79,30-39,Manufacturing,Affluent Customer,Yes,12-15,VIC,8,4177.61
1382,Male,20-29,30-39,Manufacturing,High Net Worth,Yes,20-22,VIC,8,1946.89
1383,Female,80-89,60+,IT,Affluent Customer,No,08-11,VIC,6,3372.97
1384,Female,40-49,18-29,Manufacturing,Mass Customer,No,00-03,QLD,7,3307.48
1385,Female,30-39,60+,Financial Services,Mass Customer,No,16-19,VIC,10,2624.57
1386,Female,70-79,50-59,Retail,Mass Customer,Yes,12-15,VIC,9,2724.72
1387,Female,30-39,40-49,Manufacturing,Mass Customer,Yes,04-07,VIC,6,641.64
1388,Male,80-89,40-49,Financial Services,Mass Customer,No,04-07,VIC,8,3792.12
1389,Female,20-29,50-59,Health,Affluent Customer,No,12-15,VIC,10,6263.12
1390,Female,70-79,18-29,Retail,High Net Worth,Yes,00-03,VIC,7,3474.54
1391,Female,60-69,40-49,Retail,High Net Worth,No,12-15,VIC,9,2283.83
1392,Female,20-29,18-29,Financial Services,Mass Customer,No,00-03,VIC,6,3196.27
1393,Female,90-99,40-49,Manufacturing,Mass Customer,No,20-22,VIC,8,798.9
1394,Male,50-59,40-49,Health,Mass Customer,Yes,08-11,VIC,9,1796.62
1395,Female,80-89,60+,,High Net Worth,Yes,16-19,VIC,5,1471.77
1396,Male,20-29,30-39,Financial Services,Mass Customer,No,16-19,VIC,4,5483.39
1397,Male,20-29,40-49,Manufacturing,Mass Customer,Yes,12-15,VIC,5,4563.95
1398,Female,10-19,50-59,Manufacturing,Mass Customer,No,16-19,VIC,6,5649.83
1399,Female,80-89,50-59,Manufacturing,Mass Customer,No,12-15,VIC,9,2234.62
1400,Female,50-59,30-39,Manufacturing,Affluent Customer,Yes,04-07,QLD,4,4751.72
1401,Female,60-69,40-49,Financial Services,High Net Worth,No,08-11,VIC,9,2405.42
1402,Male,50-59,18-29,Telecommunications,Mass Customer,No,00-03,VIC,8,3067.58
1403,Female,10-19,40-49,Retail,Mass Customer,No,16-19,VIC,7,685.43
1404,Male,70-79,60+,Manufacturing,Mass Customer,Yes,12-15,VIC,8,5426.7
1405,Female,50-59,60+,Manufacturing,High Net Worth,Yes,08-11,VIC,4,2281.99
1406,Male,0-9,50-59,Financial Services,High Net Worth,Yes,16-19,VIC,6,2396.7
1407,Female,40-49,40-49,Manufacturing,Mass Customer,Yes,08-11,VIC,10,3796.53
1408,Male,10-19,18-29,Health,High Net Worth,No,04-07,NSW,1,2731.09
1409,Female,60-69,18-29,,Mass Customer,No,04-07,VIC,2,2637.41
1410,Female,10-19,18-29,Retail,High Net Worth,Yes,04-07,NSW,5,5597.11
1411,Female,20-29,18-29,Health,Mass Customer,Yes,04-07,NSW,7,4268.32
1412,Female,20-29,18-29,,Mass Customer,Yes,04-07,NSW,4,631.25
1413,Female,40-49,18-29,Financial Services,Mass Customer,No,00-03,NSW,1,3277.86
1414,Female,50-59,40-49,Retail,Mass Customer,Yes,08-11,NSW,8,630.21
1415,Female,60-69,18-29,Property,High Net Worth,Yes,00-03,NSW,8,3062.52
1416,Male,90-99,50-59,,High Net Worth,Yes,04-07,NSW,10,1266.06
1417,Female,10-19,60+,Manufacturing,High Net Worth,Yes,20-22,NSW,7,3873.42
1418,Female,80-89,40-49,IT,Affluent Customer,Yes,20-22,NSW,5,2721.14
1419,Male,0-9,50-59,Financial Services,Mass Customer,Yes,04-07,NSW,9,972.79
1420,Female,10-19,60+,Health,Mass Customer,No,08-11,NSW,8,2121.64
1421,Female,70-79,60+,Property,Mass Customer,No,20-22,NSW,10,2529.62
1422,Male,30-39,40-49,Manufacturing,Affluent Customer,Yes,16-19,NSW,10,1652.39
1423,Female,50-59,60+,Manufacturing,Mass Customer,No,16-19,NSW,9,3233.09
1424,Male,50-59,40-49,Health,High Net Worth,Yes,12-15,NSW,9,1475.88
1425,Male,20-29,30-39,Retail,High Net Worth,Yes,08-11,NSW,7,3145.0
1426,Female,70-79,60+,Financial Services,Mass Customer,No,16-19,NSW,8,3867.34
1427,Male,10-19,18-29,Financial Services,High Net Worth,No,08-11,NSW,9,3684.7
1428,Female,90-99,18-29,Retail,High Net Worth,No,00-03,NSW,8,5508.8
1429,Male,90-99,40-49,Health,Mass Customer,Yes,12-15,NSW,2,861.62
1430,Female,80-89,18-29,Manufacturing,Mass Customer,Yes,00-03,NSW,8,1917.01
1431,Male,20-29,40-49,Financial Services,Affluent Customer,Yes,16-19,NSW,9,955.44
1432,Male,70-79,18-29,Argiculture,High Net Worth,Yes,00-03,NSW,8,3727.06
1433,Female,10-19,60+,IT,Mass Customer,No,20-22,NSW,8,1908.57
1434,Male,40-49,40-49,Property,High Net Worth,No,08-11,NSW,11,1127.95
1435,Male,90-99,50-59,Telecommunications,Affluent Customer,Yes,16-19,NSW,8,5393.83
1436,Male,40-49,18-29,,Affluent Customer,No,00-03,NSW,8,3404.37
1437,Male,30-39,40-49,Manufacturing,Affluent Customer,No,20-22,NSW,9,2636.2
1438,Female,20-29,40-49,Health,Mass Customer,Yes,12-15,NSW,8,5280.31
1439,Male,90-99,50-59,Retail,Mass Customer,No,16-19,NSW,10,1005.24
1440,Female,10-19,50-59,Financial Services,High Net Worth,Yes,12-15,NSW,9,6362.47
1441,Female,20-29,40-49,Manufacturing,Affluent Customer,No,04-07,NSW,10,562.46
1442,Male,0-9,50-59,Manufacturing,Affluent Customer,No,16-19,NSW,9,911.28
1443,Female,40-49,30-39,Financial Services,Affluent Customer,Yes,20-22,NSW,7,5004.26
1444,Male,90-99,40-49,Health,Mass Customer,No,08-11,NSW,5,1281.31
1445,Female,50-59,40-49,IT,Affluent Customer,No,16-19,NSW,4,3423.12
1446,Male,50-59,30-39,Manufacturing,Mass Customer,No,16-19,VIC,2,2903.33
1447,Male,20-29,18-29,Manufacturing,Mass Customer,No,04-07,NSW,1,4553.86
1448,Male,40-49,30-39,Property,Mass Customer,No,20-22,NSW,8,128.46
1449,Female,30-39,50-59,,High Net Worth,No,04-07,NSW,3,4565.33
1450,Female,20-29,50-59,Manufacturing,Affluent Customer,No,04-07,NSW,2,2959.59
1451,Female,30-39,40-49,Argiculture,Mass Customer,Yes,16-19,NSW,9,5017.33
1452,Male,90-99,60+,Retail,Mass Customer,No,20-22,NSW,8,3431.62
1453,Male,50-59,40-49,Health,High Net Worth,No,12-15,NSW,8,3265.75
1454,Male,0-9,40-49,Argiculture,Mass Customer,Yes,00-03,NSW,9,1428.06
1455,Female,0-9,18-29,Property,Affluent Customer,No,08-11,NSW,7,2349.98
1456,Male,90-99,50-59,Property,Mass Customer,Yes,04-07,NSW,4,874.93
1457,Female,90-99,40-49,,Affluent Customer,Yes,12-15,NSW,8,2330.29
1458,Male,40-49,60+,Telecommunications,Affluent Customer,No,08-11,NSW,6,3273.33
1459,Male,80-89,18-29,Manufacturing,Mass Customer,No,04-07,NSW,8,2965.41
1460,Male,90-99,40-49,Financial Services,High Net Worth,Yes,12-15,NSW,9,10787.6
1461,Male,70-79,60+,Retail,Mass Customer,Yes,08-11,NSW,9,5805.92
1462,Male,10-19,18-29,Financial Services,Mass Customer,Yes,00-03,QLD,6,2331.52
1463,Male,50-59,50-59,Property,High Net Worth,Yes,16-19,NSW,9,2171.73
1464,Male,20-29,30-39,,Affluent Customer,Yes,08-11,NSW,9,2169.36
1465,Female,50-59,40-49,Financial Services,Mass Customer,Yes,04-07,NSW,5,1429.5
1466,Female,60-69,18-29,Financial Services,High Net Worth,Yes,00-03,NSW,8,978.42
1467,Female,0-9,40-49,Manufacturing,Mass Customer,Yes,04-07,NSW,8,1825.83
1468,Female,30-39,40-49,Financial Services,Mass Customer,No,20-22,NSW,9,3564.99
1469,Male,70-79,60+,Financial Services,Affluent Customer,Yes,12-15,NSW,10,2251.36
1470,Male,60-69,18-29,Financial Services,High Net Worth,Yes,08-11,NSW,8,3961.4
1471,Female,80-89,40-49,Financial Services,Mass Customer,No,12-15,NSW,9,4685.84
1472,Female,0-9,50-59,Financial Services,Mass Customer,No,16-19,NSW,9,5011.4
1473,Male,40-49,60+,,Mass Customer,Yes,20-22,NSW,5,4584.11
1474,Male,50-59,30-39,Health,Mass Customer,Yes,20-22,NSW,5,1676.15
1475,Male,40-49,30-39,Retail,Affluent Customer,Yes,04-07,NSW,6,7812.17
1476,Male,20-29,30-39,,Affluent Customer,Yes,20-22,NSW,4,930.46
1478,Male,40-49,18-29,Financial Services,High Net Worth,No,08-11,NSW,2,2077.71
1479,Male,20-29,40-49,Argiculture,Mass Customer,No,20-22,QLD,6,1695.66
1480,Female,80-89,18-29,,High Net Worth,Yes,04-07,NSW,7,2258.7
1481,Female,90-99,40-49,Financial Services,Affluent Customer,No,12-15,NSW,3,2551.05
1482,Male,20-29,40-49,Manufacturing,Mass Customer,No,12-15,NSW,8,7989.76
1483,Female,50-59,40-49,Telecommunications,Mass Customer,Yes,12-15,NSW,10,4273.54
1484,Female,20-29,30-39,,Mass Customer,No,16-19,NSW,10,1455.39
1485,Male,50-59,50-59,Health,Mass Customer,Yes,04-07,NSW,8,526.79
1486,Male,10-19,40-49,Manufacturing,Mass Customer,No,08-11,NSW,4,3681.51
1487,Female,50-59,40-49,,Affluent Customer,Yes,04-07,NSW,5,400.47
1488,Female,80-89,30-39,,Mass Customer,Yes,16-19,NSW,3,133.38
1489,Male,10-19,18-29,Health,Mass Customer,No,04-07,NSW,9,566.55
1490,Female,30-39,50-59,Financial Services,Mass Customer,Yes,04-07,NSW,6,2182.98
1491,Female,90-99,18-29,Health,Mass Customer,Yes,04-07,NSW,5,1591.33
1492,Female,50-59,40-49,,Mass Customer,No,04-07,NSW,3,4645.84
1493,Female,50-59,30-39,Argiculture,High Net Worth,No,20-22,NSW,5,6117.05
1494,Male,40-49,30-39,,Mass Customer,Yes,04-07,NSW,5,5221.26
1495,Female,0-9,30-39,Health,High Net Worth,Yes,08-11,NSW,5,575.15
1496,Female,20-29,18-29,IT,Affluent Customer,No,00-03,NSW,9,3181.16
1497,Female,70-79,40-49,Retail,High Net Worth,No,12-15,NSW,8,3022.99
1498,Female,80-89,30-39,,Affluent Customer,Yes,12-15,NSW,9,1583.19
1499,Male,80-89,40-49,Manufacturing,Mass Customer,Yes,08-11,NSW,8,2193.86
1500,Female,80-89,60+,,Mass Customer,No,08-11,NSW,7,3488.45
1501,Female,70-79,40-49,Property,Mass Customer,Yes,12-15,NSW,9,1636.37
1502,Female,50-59,30-39,Financial Services,Affluent Customer,Yes,08-11,NSW,4,6209.68
1503,Female,0-9,50-59,,Affluent Customer,No,04-07,NSW,10,7693.78
1504,Male,90-99,40-49,Property,Affluent Customer,Yes,12-15,NSW,10,713.22
1505,Male,90-99,18-29,Financial Services,Mass Customer,No,00-03,NSW,12,1391.58
1506,Male,20-29,60+,Property,Mass Customer,No,16-19,NSW,8,5155.7
1507,Male,90-99,40-49,Manufacturing,High Net Worth,Yes,20-22,NSW,10,3468.47
1508,Male,80-89,30-39,Health,Affluent Customer,Yes,08-11,NSW,10,3479.01
1510,Male,90-99,60+,Financial Services,Mass Customer,No,16-19,NSW,10,2238.37
1511,Male,90-99,30-39,Financial Services,Mass Customer,No,04-07,NSW,10,3037.58
1512,Male,80-89,40-49,,High Net Worth,No,04-07,NSW,10,2817.57
1513,Male,10-19,50-59,,Affluent Customer,Yes,16-19,NSW,10,2071.14
1514,Male,10-19,50-59,,Mass Customer,No,12-15,NSW,10,3553.83
1515,Male,80-89,30-39,Manufacturing,Mass Customer,Yes,00-03,NSW,10,2314.6
1516,Male,0-9,50-59,IT,Affluent Customer,No,16-19,NSW,10,1071.94
1517,Male,90-99,30-39,IT,Affluent Customer,No,12-15,NSW,10,4598.75
1518,Male,60-69,40-49,Property,Affluent Customer,No,16-19,NSW,8,2749.4
1519,Male,30-39,18-29,Telecommunications,High Net Worth,Yes,00-03,NSW,8,3819.53
1520,Male,90-99,50-59,Retail,Mass Customer,No,16-19,NSW,10,1542.0
1521,Male,40-49,18-29,Financial Services,Affluent Customer,Yes,20-22,NSW,10,824.27
1522,Male,50-59,18-29,Financial Services,Mass Customer,No,04-07,NSW,9,2962.76
1523,Male,70-79,60+,Financial Services,Mass Customer,Yes,16-19,NSW,8,2105.09
1524,Female,0-9,40-49,Financial Services,Mass Customer,Yes,16-19,NSW,8,2724.52
1525,Female,40-49,50-59,Financial Services,High Net Worth,No,04-07,NSW,8,1909.17
1526,Male,50-59,50-59,Manufacturing,Mass Customer,Yes,16-19,NSW,6,3446.83
1527,Male,20-29,18-29,Manufacturing,Mass Customer,No,00-03,NSW,1,3855.93
1528,Female,70-79,30-39,Manufacturing,High Net Worth,No,00-03,NSW,10,5083.41
1529,Female,0-9,30-39,Financial Services,High Net Worth,Yes,04-07,NSW,8,199.1
1530,Male,80-89,40-49,Health,Mass Customer,Yes,08-11,NSW,8,7390.75
1531,Female,20-29,50-59,Financial Services,Mass Customer,Yes,12-15,NSW,9,3839.18
1532,Female,20-29,40-49,Financial Services,Mass Customer,Yes,08-11,NSW,8,2827.66
1533,Female,50-59,40-49,Health,Affluent Customer,Yes,08-11,NSW,10,3968.52
1534,Female,70-79,18-29,Manufacturing,Mass Customer,No,04-07,NSW,9,3244.32
1535,Male,80-89,18-29,Financial Services,Affluent Customer,Yes,00-03,NSW,12,2811.97
1536,Female,20-29,40-49,Financial Services,Affluent Customer,Yes,12-15,NSW,9,2018.04
1537,Male,20-29,50-59,Entertainment,Mass Customer,No,08-11,NSW,8,5101.55
1538,Male,70-79,30-39,Health,High Net Worth,Yes,12-15,NSW,8,222.78
1539,Male,0-9,40-49,,Mass Customer,Yes,16-19,NSW,9,3479.18
1540,Female,50-59,50-59,Property,Mass Customer,Yes,16-19,NSW,11,3641.91
1541,Female,0-9,60+,Argiculture,Mass Customer,Yes,12-15,NSW,9,3324.89
1542,Male,50-59,40-49,Health,Mass Customer,Yes,12-15,NSW,10,1825.32
1543,Female,20-29,18-29,,High Net Worth,No,08-11,NSW,10,1359.46
1544,Male,70-79,50-59,Health,Affluent Customer,Yes,08-11,NSW,10,903.11
1545,Male,30-39,40-49,Health,Mass Customer,Yes,12-15,VIC,10,2637.47
1546,Female,20-29,60+,Financial Services,Mass Customer,Yes,08-11,NSW,10,2501.87
1547,Female,80-89,30-39,,Mass Customer,Yes,12-15,NSW,10,6523.19
1548,Female,70-79,18-29,Manufacturing,Mass Customer,Yes,00-03,NSW,10,154.61
1549,Female,80-89,18-29,Financial Services,Affluent Customer,Yes,04-07,NSW,7,2924.48
1550,Female,0-9,30-39,IT,Mass Customer,Yes,12-15,NSW,10,3172.63
1551,Female,30-39,40-49,Entertainment,Affluent Customer,No,16-19,NSW,12,5171.89
1552,Male,80-89,30-39,Entertainment,Mass Customer,Yes,08-11,NSW,10,4120.92
1553,Female,60-69,60+,Retail,High Net Worth,No,04-07,NSW,8,2002.85
1554,Male,80-89,18-29,Retail,Affluent Customer,No,00-03,NSW,8,5636.08
1555,Male,60-69,50-59,Health,High Net Worth,No,12-15,NSW,8,3107.36
1556,Male,30-39,30-39,Manufacturing,Mass Customer,Yes,04-07,NSW,9,3519.22
1557,Male,60-69,40-49,Financial Services,Mass Customer,No,04-07,NSW,9,4795.51
1558,Male,10-19,18-29,Financial Services,Affluent Customer,No,00-03,NSW,10,10640.3
1559,Male,60-69,40-49,Health,High Net Worth,Yes,12-15,NSW,9,8050.1
1560,Male,10-19,40-49,Retail,Mass Customer,No,04-07,NSW,10,486.61
1561,Male,40-49,40-49,Manufacturing,Mass Customer,Yes,12-15,NSW,9,5326.7
1562,Female,20-29,30-39,,Affluent Customer,Yes,00-03,NSW,9,2606.7
1563,Male,30-39,18-29,Property,Mass Customer,No,08-11,QLD,4,2877.89
1564,Female,40-49,50-59,Retail,Mass Customer,No,16-19,NSW,10,493.17
1565,Male,70-79,60+,Retail,High Net Worth,Yes,08-11,NSW,10,1182.38
1566,Male,90-99,50-59,Argiculture,Mass Customer,No,16-19,NSW,9,1597.26
1567,Female,10-19,40-49,,Mass Customer,No,16-19,NSW,8,4071.82
1568,Female,70-79,40-49,Manufacturing,Mass Customer,Yes,08-11,NSW,11,3870.48
1569,Male,80-89,30-39,,Mass Customer,No,08-11,NSW,10,1103.43
1570,Female,70-79,18-29,Entertainment,Mass Customer,No,16-19,NSW,12,5321.3
1571,Male,10-19,40-49,Health,Mass Customer,Yes,20-22,NSW,11,4968.78
1572,Male,50-59,60+,Financial Services,High Net Worth,Yes,16-19,NSW,12,7651.02
1573,Female,40-49,18-29,Property,Mass Customer,Yes,04-07,NSW,12,2236.76
1574,Male,10-19,18-29,,Affluent Customer,Yes,00-03,NSW,11,3220.9
1575,Female,80-89,30-39,Retail,Mass Customer,No,16-19,NSW,11,1050.28
1576,Male,70-79,30-39,Financial Services,Mass Customer,No,20-22,NSW,9,4521.35
1577,Female,80-89,40-49,Manufacturing,High Net Worth,No,08-11,NSW,11,3677.0
1578,Male,60-69,40-49,Health,High Net Worth,Yes,08-11,NSW,8,6165.1
1579,Female,40-49,40-49,Financial Services,Affluent Customer,Yes,16-19,NSW,10,6510.43
1580,Male,20-29,30-39,Retail,High Net Worth,No,04-07,QLD,3,3225.0
1581,Female,20-29,40-49,Argiculture,Mass Customer,No,12-15,NSW,6,2944.09
1582,Male,30-39,40-49,Property,Mass Customer,No,04-07,NSW,11,1914.2
1584,Female,90-99,18-29,Manufacturing,Mass Customer,No,08-11,NSW,9,1323.66
1585,Male,80-89,50-59,Health,Mass Customer,Yes,04-07,NSW,10,3461.65
1586,Female,40-49,30-39,Manufacturing,High Net Worth,No,12-15,NSW,11,4154.02
1587,Male,10-19,30-39,Entertainment,Affluent Customer,Yes,12-15,NSW,10,635.72
1588,Male,20-29,30-39,IT,High Net Worth,Yes,04-07,NSW,11,3628.26
1589,Male,80-89,30-39,Health,Mass Customer,Yes,04-07,NSW,9,6738.66
1590,Female,0-9,50-59,Retail,Mass Customer,No,12-15,QLD,5,2248.04
1591,Male,0-9,40-49,Manufacturing,Mass Customer,Yes,12-15,NSW,12,5968.91
1592,Male,20-29,30-39,,Mass Customer,Yes,12-15,NSW,10,3348.25
1593,Female,60-69,40-49,IT,Mass Customer,No,16-19,NSW,12,3818.36
1594,Male,60-69,30-39,Property,Mass Customer,No,04-07,NSW,10,2617.75
1595,Female,10-19,40-49,Financial Services,High Net Worth,Yes,08-11,VIC,9,4891.75
1596,Male,0-9,50-59,Financial Services,High Net Worth,Yes,08-11,NSW,12,2953.23
1597,Male,90-99,40-49,Retail,Affluent Customer,No,12-15,NSW,10,9739.46
1598,Female,80-89,40-49,,Mass Customer,No,08-11,NSW,11,2317.99
1599,Male,60-69,18-29,,Affluent Customer,No,00-03,NSW,11,4855.5
1600,Female,20-29,30-39,Financial Services,High Net Worth,No,00-03,QLD,9,2924.43
1601,Female,40-49,18-29,Manufacturing,Affluent Customer,No,00-03,NSW,9,2317.27
1602,Male,60-69,40-49,Retail,Mass Customer,No,12-15,NSW,9,2997.36
1603,Male,80-89,30-39,Manufacturing,Affluent Customer,Yes,20-22,QLD,9,1488.17
1604,Male,50-59,60+,Financial Services,High Net Worth,No,20-22,QLD,5,1225.77
1605,Female,70-79,30-39,,Affluent Customer,No,08-11,VIC,3,1721.05
1606,Female,90-99,40-49,,Affluent Customer,Yes,08-11,VIC,7,2602.85
1607,Female,30-39,30-39,Retail,Mass Customer,Yes,12-15,VIC,5,1681.02
1608,Female,80-89,60+,,Mass Customer,Yes,04-07,NSW,11,1206.35
1609,Male,60-69,18-29,Property,Mass Customer,Yes,00-03,NSW,11,4041.6
1610,Female,70-79,60+,,High Net Worth,Yes,08-11,NSW,11,1963.96
1611,Male,90-99,40-49,Health,High Net Worth,Yes,12-15,NSW,9,5450.34
1612,Male,70-79,30-39,Financial Services,High Net Worth,Yes,20-22,NSW,4,2932.82
1613,Female,10-19,40-49,Property,Mass Customer,No,16-19,NSW,8,2232.63
1614,Male,0-9,30-39,,High Net Worth,No,08-11,NSW,6,2397.39
1615,Female,70-79,40-49,Entertainment,Mass Customer,Yes,04-07,VIC,6,5353.57
1616,Male,70-79,60+,Retail,High Net Worth,Yes,16-19,QLD,4,6150.25
1617,Female,90-99,40-49,Financial Services,Affluent Customer,No,08-11,QLD,8,2977.19
1618,Female,90-99,50-59,,Mass Customer,No,16-19,VIC,9,643.43
1619,Male,80-89,40-49,,Mass Customer,Yes,04-07,NSW,10,7031.79
1620,Male,10-19,18-29,,High Net Worth,Yes,00-03,NSW,7,1149.25
1621,Female,10-19,40-49,Health,Mass Customer,No,20-22,NSW,8,1162.24
1622,Male,40-49,40-49,,High Net Worth,No,16-19,VIC,8,1506.34
1623,Female,20-29,18-29,Entertainment,High Net Worth,Yes,00-03,VIC,1,3362.55
1624,Male,10-19,40-49,Financial Services,Mass Customer,Yes,04-07,NSW,8,1627.22
1625,Male,20-29,40-49,Property,Mass Customer,Yes,08-11,NSW,8,8499.59
1626,Female,80-89,40-49,Financial Services,Mass Customer,No,12-15,QLD,5,1326.15
1627,Male,40-49,50-59,Entertainment,Affluent Customer,No,16-19,VIC,9,4834.08
1629,Male,40-49,40-49,Financial Services,Mass Customer,No,12-15,QLD,5,4459.68
1630,Female,60-69,30-39,Manufacturing,Mass Customer,No,16-19,NSW,1,1915.23
1631,Male,10-19,18-29,Financial Services,Affluent Customer,No,00-03,QLD,2,3048.12
1632,Male,40-49,30-39,Manufacturing,High Net Worth,Yes,00-03,VIC,7,853.16
1633,Female,10-19,50-59,Property,High Net Worth,Yes,12-15,QLD,4,2548.92
1634,Female,20-29,50-59,Manufacturing,Affluent Customer,No,12-15,NSW,11,1537.06
1635,Female,30-39,40-49,Financial Services,Mass Customer,No,04-07,VIC,11,1319.52
1636,Female,60-69,40-49,Manufacturing,High Net Worth,Yes,04-07,NSW,8,3274.29
1637,Male,70-79,50-59,Manufacturing,High Net Worth,No,04-07,NSW,9,4115.36
1638,Male,50-59,18-29,Financial Services,Mass Customer,Yes,08-11,VIC,4,2454.69
1639,Female,0-9,50-59,Manufacturing,Mass Customer,Yes,12-15,NSW,10,4428.51
1640,Male,30-39,18-29,,High Net Worth,Yes,00-03,QLD,6,1871.87
1641,Male,20-29,40-49,Financial Services,Mass Customer,No,12-15,VIC,4,4326.2
1642,Male,90-99,30-39,Manufacturing,Affluent Customer,Yes,00-03,NSW,10,2307.49
1643,Female,10-19,50-59,Retail,Mass Customer,No,16-19,NSW,10,4244.32
1644,Male,50-59,50-59,Health,Mass Customer,No,08-11,NSW,9,3345.96
1645,Male,30-39,18-29,,Affluent Customer,Yes,04-07,NSW,11,1411.7
1646,Female,30-39,18-29,Financial Services,Mass Customer,Yes,00-03,NSW,12,2895.33
1647,Female,20-29,40-49,Financial Services,High Net Worth,Yes,16-19,QLD,9,3267.5
1648,Female,20-29,30-39,Financial Services,Mass Customer,No,08-11,VIC,10,2124.93
1649,Male,0-9,50-59,Property,Mass Customer,No,04-07,NSW,8,2891.15
1650,Female,40-49,40-49,,High Net Worth,No,16-19,QLD,1,1860.19
1651,Female,0-9,18-29,Telecommunications,Mass Customer,Yes,04-07,NSW,10,694.38
1652,Female,50-59,30-39,Manufacturing,High Net Worth,Yes,04-07,QLD,10,2662.39
1653,Female,80-89,30-39,Argiculture,Mass Customer,Yes,12-15,NSW,11,2843.51
1654,Female,60-69,30-39,IT,High Net Worth,Yes,08-11,VIC,1,1179.61
1655,Male,30-39,30-39,Manufacturing,Affluent Customer,Yes,12-15,VIC,11,1337.55
1656,Male,50-59,40-49,Financial Services,Mass Customer,Yes,04-07,QLD,8,2455.57
1657,Male,10-19,40-49,Financial Services,Mass Customer,No,04-07,NSW,9,1500.56
